FRAME_COUNT,ACCURACY
1674,0.95769286
1675,0.99832255
1676,0.9962696
1677,0.98721665
1678,0.99631786
1679,0.9976642
1680,0.9918572
1681,0.9882252
1682,0.9963025
1683,0.99568534
1684,0.9856493
1685,0.9933169
1686,0.9975974
1687,0.9846629
1688,0.9953987
1689,0.98996836
1690,0.9963393
1691,0.992436
1692,0.9981171
1693,0.95076615
1694,0.9839602
1695,0.98932904
1696,0.9784848
1697,0.95049274
1698,0.9920316
1699,0.9938427
1700,0.99649906
1701,0.98177737
1702,0.99447834
1703,0.99754
1704,0.9951514
1705,0.99865294
1706,0.9980306
1707,0.9971003
1708,0.99734
1709,0.9985562
1710,0.9984029
1711,0.99818856
1712,0.9965096
1713,0.9975446
1714,0.99588495
1715,0.99190956
1716,0.99573404
1717,0.99404955
1718,0.98501915
1719,0.99753785
1720,0.9968874
1721,0.99365485
1722,0.9985833
1723,0.99922085
1724,0.99682826
1725,0.9989372
1726,0.991642
1727,0.99903524
1728,0.9975793
1729,0.9943334
1730,0.99757606
1731,0.996675
1732,0.99803203
1733,0.9980269
1734,0.99740976
1735,0.9965217
1736,0.99896955
1737,0.99653864
1738,0.99714774
1739,0.9989974
1740,0.9989272
1741,0.9959323
1742,0.9955674
1743,0.9993711
1744,0.9987692
1745,0.9967843
1746,0.9979352
1747,0.996093
1748,0.9936451
1749,0.99557555
1750,0.99398226
1751,0.99302775
1752,0.99941206
1753,0.999156
1754,0.9985719
1755,0.9979085
1756,0.99841666
1757,0.9986663
1758,0.9987457
1759,0.99794835
1760,0.99674594
1761,0.9986866
1762,0.9944859
